"ID","TARGET_D","GiftCnt36","GiftCntAll","GiftCntCardAll","GiftAvgLast","GiftAvg36","GiftAvgAll","GiftTimeLast","GiftTimeFirst","DemAge","DemGender","DemHomeOwner","DemMedHomeValue","DemPctVeterans","DemMedIncome"
145944,13,4,12,6,12,10.5,6.58,18,130,70,"F","H",267900,24,56395
143332,13,3,6,3,15,13,10.17,17,56,66,"M","H",196400,23,36370
141652,13,3,9,5,15,13.33,11.22,18,101,59,"F","H",99700,37,55842
138119,13,4,28,15,13,11.75,7.97,18,128,54,"M","H",64900,42,44036
135535,13,5,14,11,8,6.8,6.36,18,75,50,"F","U",106000,49,0
17418,13,3,4,3,11,11,9.75,16,27,43,"F","H",85300,14,65546
133648,13,5,13,8,14,12.6,9.38,19,87,80,"F","H",69600,35,41001
75153,13,4,21,17,13,13.25,10.67,24,128,81,"M","U",75000,19,25144
74969,13,3,17,7,11,11,7.76,16,110,75,"F","U",39900,30,51208
132437,13,1,7,4,15,15,9.86,19,103,62,"F","U",51600,34,39792
129602,13,2,14,9,13,12,7.21,16,93,73,"F","H",63800,36,50213
72190,13,5,23,16,10,6.8,5.74,17,129,83,"M","U",67300,35,0
71255,13,2,12,7,15,13.5,12.17,17,89,82,"M","H",45800,29,47021
70039,13,6,30,15,13,12,10.13,21,127,47,"M","U",82800,30,0
121208,13,5,26,12,15,13.6,9.96,17,89,28,"F","U",514900,14,128240
20752,13,4,15,9,13,12,8.53,18,107,77,"M","U",97400,56,0
185904,13,2,13,11,3,12,7.08,9,128,39,"F","H",144800,27,84676
119315,13,4,6,3,11,10.5,8.83,19,37,24,"F","H",34500,15,31828
69122,13,5,8,3,14,12.6,10.5,16,77,70,"M","H",73200,21,78289
154216,13,6,14,7,8,6,4.71,17,122,84,"F","U",77000,35,30655
12490,12.5,4,7,4,11,10,9.29,17,45,40,"F","H",87700,25,62000
25226,12.5,9,24,14,10,10,9.13,22,93,70,"M","U",79900,59,58490
16643,12.5,3,3,1,15,13.67,13.67,18,27,83,"F","H",89500,25,66208
1899,12.5,4,9,6,12,10.75,10.22,15,85,49,"M","H",151900,24,53225
8438,12.5,2,15,8,12,11,9.27,20,105,49,"M","H",135700,33,68639
2262,12.5,7,36,20,3,7.86,6.53,12,126,57,"F","H",177800,27,42955
20338,12.5,2,11,5,11,8,8.64,16,113,74,"M","H",199100,64,66263
23056,12.5,6,8,7,4,4.33,4,16,45,51,"F","H",129900,36,71568
19510,12.5,2,4,2,15,13,11,16,105,77,"M","H",244100,45,85664
67177,12,8,16,12,15,11.88,9.94,17,88,71,"F","H",70900,45,56250
114539,12,6,7,5,10,10.83,10.14,16,33,41,"F","H",45500,34,55526
189848,12,10,30,11,12,10,9.73,4,87,79,"M","U",88500,35,40032
14000,12,6,16,3,12,13.17,11.06,8,87,76,"F","H",153700,33,68048
112943,12,9,48,25,13,12.44,8.73,19,129,61,"F","H",85500,42,63483
65740,12,5,10,7,11,10.8,9.3,19,56,28,"F","U",77700,31,60456
65634,12,4,12,6,12,10.5,10.17,18,128,17,"F","U",41300,37,71303
109449,12,2,17,8,12,14,11,26,124,75,"F","H",45600,36,45823
108724,12,4,13,9,10,10,6.85,18,128,57,"M","U",56500,23,0
64467,12,1,13,7,10,10,12.69,18,90,49,"F","U",44400,32,0
21244,12,5,13,7,12,12,10.31,19,85,74,"F","U",82800,34,0
63865,12,1,19,12,12,12,5.58,18,128,62,"M","U",44800,32,44409
63572,12,3,11,9,13,11.67,5.82,24,113,56,"F","H",77800,35,64484
166261,12,7,11,6,14,11.29,9.91,17,44,70,"F","U",81300,14,0
34174,12,2,12,6,12,11,6.08,20,112,67,"F","H",52900,35,53400
179235,12,4,6,4,13,10.25,9,16,40,33,"M","H",113300,32,70032
37531,12,3,11,5,10,12.67,10.36,18,74,83,"F","H",82900,6,31100
62704,12,4,5,4,13,11.5,10.2,21,45,52,"M","H",41600,31,46563
182899,12,4,5,2,7,6.75,6.6,15,24,49,"M","H",82100,37,57986
182748,12,2,13,8,10,10,13.31,18,124,72,"M","U",84900,43,48571
181337,12,5,7,4,15,11.4,9.86,17,44,67,"F","H",121700,34,67917
18584,12,1,10,6,14,14,10.6,21,130,75,"F","H",67100,49,50628
95351,12,2,28,11,10,13.5,8.07,26,124,59,"F","H",81800,42,46887
177087,12,5,5,3,12,11.4,11.4,20,33,33,"M","H",61900,34,41714
176825,12,6,45,19,15,11.83,5.02,15,125,80,"M","U",90800,0,0
931,12,9,30,9,7,5.78,5.1,11,64,50,"M","H",64600,27,40909
176053,12,4,6,2,10,10.5,9,18,44,55,"M","U",0,39,0
57964,12,4,16,13,12,10.5,9.19,16,130,71,"M","U",42800,30,40054
171738,12,1,8,3,10,15,9.75,18,81,27,"M","U",209800,32,0
97077,12,2,6,4,10,12.5,9.5,17,89,69,"F","H",82000,45,37990
190597,12,4,26,16,10,10,7.04,15,123,50,"F","U",73700,29,53710
5881,12,3,12,5,13,22.33,13.25,14,52,80,"M","U",246900,11,64579
168242,12,2,2,2,15,12.5,12.5,17,24,67,"F","H",274100,27,82099
24420,12,4,8,4,14,12.25,8.63,16,80,57,"F","U",133300,3,0
167763,12,3,11,8,13,13,9.73,16,89,47,"F","H",563300,34,153945
167357,12,4,4,2,10,8.75,8.75,18,29,42,"M","H",242900,38,78418
94757,12,4,12,7,10,13,11.25,18,65,51,"M","H",127900,22,58656
166742,12,4,11,7,10,13,9.64,15,64,61,"F","H",470500,46,120544
5613,12,3,19,7,15,10.33,8.32,13,124,62,"F","U",288000,0,0
181644,12,5,8,5,10,10,8.5,16,44,40,"F","U",92900,36,0
102398,12,5,24,8,13,11.8,5.17,18,128,69,"F","H",44200,14,29691
10973,12,6,19,7,10,13.33,10.89,5,89,74,"M","H",243100,38,65288
164987,12,5,7,4,13,12,11.71,16,41,45,"M","H",402600,36,121055
164796,12,2,15,9,12,11,7.2,18,127,61,"U","U",369200,30,0
56886,12,8,11,8,6,7.13,6.64,15,41,71,"M","H",111100,34,65232
91861,12,3,16,6,12,12,10.38,15,80,56,"F","H",138000,24,67201
160736,12,7,9,7,13,11.29,10.44,16,41,63,"F","H",150000,32,40589
160425,12,6,13,8,13,11.83,9.92,17,87,71,"U","H",113500,40,47649
52574,12,8,23,12,10,11.63,8.22,15,124,52,"F","H",61900,35,39065
182573,12,4,12,6,10,10,6.58,25,88,62,"M","H",63400,34,46097
61275,12,4,11,7,12,9.5,7.64,15,69,49,"M","U",79100,40,0
158454,12,8,13,6,6,14.88,12.15,15,65,31,"U","H",232600,21,58963
158389,12,5,14,9,10,10.8,7,18,113,86,"M","H",297100,24,41531
88662,12,6,22,12,14,12.33,8.77,15,130,67,"M","H",1e+05,26,76594
157973,12,1,2,1,6,15,10.5,15,16,77,"M","H",196700,69,93247
156559,12,5,7,4,15,11.4,9.86,15,57,51,"M","H",215800,33,75256
87706,12,4,5,1,13,12,11.4,18,38,65,"M","U",43400,44,33016
13748,12,4,26,12,10,13.25,10.31,6,113,72,"F","U",410400,0,0
112288,12,4,6,3,6,17,13.17,18,39,67,"F","H",125900,28,66117
155943,12,3,3,1,14,12,12,15,25,75,"M","H",130900,35,39476
34608,12,7,15,9,16,12.71,9.33,15,53,55,"M","H",96700,28,49337
138997,12,3,7,4,10,13.33,9.71,15,77,72,"M","H",48000,48,36356
20106,12,4,4,3,14,12,12,17,35,71,"M","H",94900,34,45690
18104,12,3,11,8,13,12.33,10.55,16,123,43,"M","U",91500,18,59375
152418,12,4,16,10,13,12.75,11.63,16,125,66,"M","U",163700,36,51860
6308,12,3,18,10,9,9.67,10.78,5,115,79,"M","U",45400,29,40049
85390,12,4,22,10,11,11,9.5,20,76,50,"M","H",69800,32,53981
172883,12,2,19,10,12,11,14.84,19,111,55,"F","U",86900,25,0
172702,12,3,3,3,15,10,10,15,32,54,"F","H",108600,36,41056
12122,12,2,8,4,35,12.5,23.13,9,57,38,"F","H",205100,33,55005
150739,12,3,22,15,15,12.67,9.68,26,126,43,"U","H",195100,23,50606
150595,12,5,10,4,10,6,4.4,16,76,82,"M","U",212300,34,70545
8103,12,6,14,7,11,13.83,12.21,20,80,73,"M","H",85600,51,42391
16099,12,4,4,1,10,5.5,5.5,20,32,70,"F","H",66000,18,41736
147484,12,2,9,2,12,12,12.22,18,82,81,"M","H",543900,30,122638
146049,12,3,10,6,12,12,7.5,16,76,74,"M","H",276800,25,41254
82026,12,2,5,2,15,12.5,8.6,18,69,75,"F","H",50600,26,49016
38853,12,3,20,13,12,12.33,6.35,26,125,69,"F","H",65500,31,51568
145855,12,5,7,4,13,11.2,9.71,17,45,51,"M","H",226400,32,69733
145480,12,2,14,9,11,10,7.79,20,122,55,"F","H",332600,18,68819
46461,12,6,6,4,13,11.33,11.33,16,33,79,"M","H",71900,41,38325
81058,12,3,6,3,12,10.67,8.33,17,44,57,"M","U",57100,42,42146
143535,12,2,3,1,10,10,10,17,30,54,"M","H",136100,34,39524
99136,12,3,5,1,10,12.33,11.4,17,40,80,"M","H",32600,44,37659
12853,12,3,77,19,14,10.33,8.04,15,160,70,"F","U",61400,42,46636
79641,12,3,16,9,15,10,9.94,18,128,74,"F","U",124400,26,0
141186,12,4,23,14,12,9.25,6.48,19,129,66,"F","U",70600,32,0
44853,12,7,14,6,10,13,10.64,19,64,67,"M","H",57800,69,39394
79395,12,4,17,12,12,12.5,8.94,15,123,52,"U","U",56900,33,0
79213,12,4,19,10,10,10,8.47,23,123,68,"M","U",57500,24,55075
44715,12,1,16,10,10,10,7.19,17,110,71,"F","H",64600,55,39302
30068,12,3,13,7,13,11.67,7.15,21,128,47,"F","U",57300,27,0
139363,12,1,2,1,6,20,13,15,17,42,"M","H",78200,24,31322
80336,12,3,14,8,5,9.33,6.93,17,126,67,"F","H",83600,32,63523
138905,12,4,12,7,10,9.25,6.92,20,113,73,"F","H",83500,48,38307
2235,12,6,17,9,25,16.67,10.47,6,69,65,"M","H",87800,53,42155
135230,12,3,8,6,12,10.67,9.38,17,108,71,"F","U",109900,34,0
32972,12,6,10,5,10,13.33,10.4,18,52,42,"F","H",81400,30,48581
150660,12,6,34,15,13,13.17,10.21,20,128,51,"F","U",90100,22,56711
74589,12,3,5,4,15,11.67,9,16,44,43,"F","H",79500,31,51112
131263,12,4,15,11,14,12.5,9.53,17,131,27,"F","U",47500,18,34269
74043,12,6,15,9,11,12,13,23,78,73,"F","H",41100,35,37197
129899,12,2,2,2,15,12.5,12.5,17,23,75,"M","U",68800,34,0
73786,12,4,7,2,10,10.25,8,17,51,74,"M","H",117600,22,48514
129779,12,3,19,5,12,14.67,14.68,19,80,66,"F","H",120000,56,72991
47738,12,2,12,8,13,12,8.17,19,88,73,"F","H",41900,29,35731
42509,12,2,12,7,10,10,10.33,18,89,75,"M","H",69800,52,32263
129335,12,1,11,6,10,10,7.27,22,88,47,"M","H",91900,28,78055
73008,12,6,14,7,11,10.33,8.21,15,62,45,"F","H",58700,25,69515
72871,12,5,7,4,10,15,16.43,17,44,69,"M","H",77800,22,67748
127527,12,3,8,6,10,12.33,10.75,16,80,37,"M","U",82200,27,30208
177238,12,4,20,14,15,12.5,9.55,19,129,65,"F","U",87100,31,0
45134,12,4,12,8,12,14.25,12.67,18,110,83,"M","U",73600,43,43877
3985,12,2,26,7,11,11.5,10.23,7,93,70,"F","H",34800,17,0
511,12,3,10,2,10,13.33,10,6,78,82,"F","U",102400,22,42324
124683,12,4,4,2,8,7,7,18,33,73,"M","U",107400,39,76352
182356,12,5,7,4,20,12.2,11.29,18,29,59,"F","H",55500,45,51112
18581,12,1,16,10,12,12,4.63,18,124,53,"F","H",77500,24,50628
27928,12,3,15,6,15,13.33,13,17,92,79,"M","H",102500,40,47599
70696,12,3,12,8,12,11.33,6.75,16,126,50,"F","H",56900,32,49432
41384,12,5,14,6,13,12,9.43,19,77,46,"F","H",55600,35,48602
151170,12,4,15,7,10,11.5,8.53,19,123,60,"F","H",273800,28,53625
41325,12,5,6,2,7,6.2,5.67,18,41,34,"F","U",80300,34,0
41243,12,2,11,6,12,11,9.82,20,102,75,"F","U",55600,45,0
159,12,11,29,7,15,9.64,9.31,6,89,81,"M","U",53000,34,49487
120559,12,4,4,1,10,10.5,10.5,15,28,61,"M","H",37900,30,35663
120224,12,4,27,17,12,7.5,4,17,122,70,"F","H",39100,51,35789
69878,12,1,21,12,12,12,7.81,19,125,68,"M","U",56800,29,54499
120166,12,2,14,6,12,11,9.21,24,125,71,"F","H",28900,42,36250
7924,12,3,24,15,11,11.33,9,17,129,78,"F","U",47100,0,0
16972,12,3,20,11,10,8.5,10.59,23,130,39,"M","U",62100,23,56388
118862,12,3,8,4,4,12,8.5,19,56,55,"M","U",86800,25,65986
118392,12,2,23,13,10,8,5.35,23,120,80,"M","U",37500,29,43703
1731,12,8,11,4,12,11.38,11.82,6,33,79,"M","H",198200,48,91864
21463,11,3,8,4,12,10.67,9.25,18,113,35,"F","H",49900,29,42061
114197,11,3,3,2,12,11.33,11.33,17,23,68,"M","H",56600,42,49614
26220,11,6,6,2,12,11,11,18,33,45,"F","H",62900,18,81378
113891,11,7,13,10,10,10.43,8.54,17,56,41,"M","H",29000,27,35268
65181,11,4,10,7,12,9.5,9.8,19,67,61,"M","H",62600,40,41963
90480,11,4,7,5,11,10.75,9,23,65,55,"F","H",150900,21,72339
109450,11,3,22,14,11,11,7.55,22,129,72,"F","H",59000,30,49981
38327,11,4,15,9,11,10.5,10.4,18,93,86,"M","H",73600,8,36169
189426,11,2,7,6,15,13.5,8.43,17,93,49,"M","U",44100,35,45504
25635,11,5,5,3,10,7.2,7.2,19,33,77,"M","H",55300,29,37373
64161,11,3,4,1,11,11,9.5,19,31,69,"M","H",58800,25,45788
107235,11,3,14,6,12,10,7.21,16,81,67,"M","H",134400,37,59090
5822,11,3,40,12,5,9.67,6.08,20,125,68,"F","H",51300,47,44472
62786,11,6,17,8,7,11.17,8.24,19,64,62,"F","U",43100,32,0
104214,11,2,36,19,11,10,8.19,16,127,66,"M","H",61800,31,42043
183013,11,4,4,2,8,10,10,15,29,67,"M","H",69700,26,36281
103543,11,4,28,12,12,9.5,9.21,18,130,78,"M","H",40200,47,31883
6599,11,4,15,7,10,11.5,10.87,21,92,61,"F","U",71900,37,44928
180617,11,5,30,16,10,13,7.48,15,124,76,"M","U",82400,25,0
178563,11,4,5,4,10,9.5,8.6,16,41,39,"M","H",138000,24,63026
178334,11,7,12,7,10,11.43,9.17,15,80,70,"U","U",133800,40,91908
24991,11,4,18,10,12,10.5,7.61,19,98,45,"M","H",65100,32,51462
175974,11,3,9,5,12,11.33,7.44,18,91,80,"M","U",54200,29,49682
36069,11,3,5,4,11,9.67,8.2,16,53,79,"M","U",118800,50,52936
175226,11,2,12,6,10,9,7.25,18,78,79,"M","U",69300,31,40237
161479,11,4,11,8,9,9,7.45,17,81,76,"F","U",75800,33,0
174602,11,3,11,10,12,11.33,8.45,19,79,80,"M","U",90800,33,0
57928,11,4,12,7,13,11.5,11.08,18,86,74,"F","U",45300,28,0
95450,11,6,6,3,9,10.17,10.17,20,32,45,"F","H",37700,35,44777
95240,11,6,32,13,12,11.33,10.72,18,109,45,"M","H",60400,31,57075
166375,11,3,11,4,12,10.67,7,18,122,68,"F","H",337300,18,105465
94177,11,4,16,9,10,8.5,5.56,16,130,65,"F","H",90400,33,54425
93894,11,8,16,8,5,5.25,5.44,15,75,82,"F","H",54000,18,40935
93684,11,4,8,4,11,11.25,8.88,15,104,55,"M","H",59500,23,42011
751,11,4,25,16,10,10.25,7.68,23,122,67,"F","U",225000,36,0
163731,11,3,9,5,10,11.67,9.89,17,66,43,"M","U",476300,35,105950
162867,11,2,2,2,20,12.5,12.5,20,23,29,"M","H",333000,23,97480
89873,11,1,12,5,10,10,13.25,18,86,52,"F","H",186500,20,68375
89528,11,5,11,6,8,8.6,7.64,18,75,67,"F","H",63300,27,55094
158816,11,5,16,11,10,10.8,7.84,16,130,61,"F","U",232200,37,80929
89030,11,6,8,5,10,5.33,5.63,17,40,72,"F","H",53900,26,42613
157817,11,5,25,17,11,13,11.28,21,125,56,"F","H",235600,43,52792
144301,11,4,11,6,10,10.5,9.55,22,89,46,"F","H",244800,31,92510
129846,11,2,2,1,20,12.5,12.5,18,24,55,"M","H",86700,31,55201
152821,11,4,5,4,5,6.5,5.8,15,41,43,"F","H",163300,33,50607
13265,11,5,20,11,10,10.4,7.75,7,127,78,"F","H",41700,24,34142
190746,11,5,7,3,10,11.8,10.71,18,32,60,"M","U",71000,43,57220
84599,11,5,5,4,9,7.8,7.8,18,32,39,"F","H",76000,60,53377
150191,11,5,11,6,13,11.2,9.09,18,75,53,"M","H",216600,36,53750
150097,11,4,5,3,15,10.5,9.8,23,39,41,"F","H",220800,31,84525
12011,11,1,17,8,6,11,8.35,18,104,69,"M","H",351400,0,0
148840,11,4,11,9,15,13.75,10.82,19,124,77,"F","H",217100,20,54217
174360,11,2,12,7,12,11,8.92,16,101,43,"F","H",116300,33,58976
1102,11,10,33,16,12,13.6,11.33,5,131,86,"M","U",88200,0,65650
147636,11,5,11,3,5,5,4.27,17,56,81,"M","H",185900,23,61964
81712,11,2,21,10,12,11,7,15,125,40,"M","H",94600,32,63535
190837,11,6,8,5,12,8.83,8.13,20,44,7,"F","U",43200,43,48750
22989,11,4,5,1,12,11.75,11.4,15,34,66,"F","H",59600,42,49308
104108,11,5,19,12,5,15.2,11.79,19,123,70,"F","H",60900,15,33947
79757,11,4,12,4,10,11.75,9.33,15,81,57,"M","U",47600,27,45816
180383,11,2,14,9,10,11.5,8.21,17,93,37,"F","H",91900,31,57633
103913,11,10,14,9,12,10.7,9.21,16,45,43,"F","U",29700,24,0
112632,11,3,11,9,11,10.33,8.27,22,102,47,"M","H",253100,0,92514
79389,11,5,7,5,13,11.8,10.14,21,45,66,"M","H",49200,27,49277
78588,11,4,8,6,5,7,5.75,18,61,37,"F","H",83600,31,43483
78256,11,3,13,7,10,14.33,10.08,17,113,65,"F","H",27300,23,26291
138944,11,6,7,3,10,7.83,7.57,15,36,65,"F","U",143600,53,50597
138597,11,2,17,10,11,11,7.24,15,129,67,"F","H",157300,36,82752
138325,11,8,20,13,8,6.63,5.1,17,130,81,"M","H",116900,31,85679
190727,11,3,15,8,11,9,6.93,26,98,80,"F","U",65500,40,37481
137276,11,4,19,12,11,11.25,10.11,22,125,87,"F","H",72300,42,39240
135296,11,5,6,2,8,6.6,6.33,15,32,82,"F","U",96700,29,45942
76165,11,7,10,5,10,11.57,10.6,22,40,78,"F","H",39300,38,44174
134619,11,4,10,8,13,11.5,9.3,21,89,47,"M","H",92500,25,48074
132394,11,3,24,12,10,11,7,19,130,87,"F","H",46700,40,39256
132339,11,9,36,17,12,10.89,8.89,18,121,67,"M","H",77900,32,45000
148153,11,9,35,21,60,16.22,8.89,20,124,35,"F","H",357600,26,97052
29103,11,2,16,6,12,11,5.81,17,86,69,"F","U",71800,31,37561
33190,11,4,25,13,12,10.75,7.16,21,102,44,"F","U",101000,40,0
14279,11,3,16,6,1,9.67,5.19,18,126,40,"M","H",128500,42,82639
42548,11,2,13,9,11,11,8.77,18,126,73,"F","H",39800,24,17589
7947,11,6,27,16,10,8.83,9.07,6,128,80,"M","U",55700,31,0
28040,11,3,11,6,12,10.67,7.55,21,57,68,"M","H",86600,34,59522
27535,11,5,15,9,11,8.2,8.07,23,80,63,"F","U",65700,25,54943
70069,11,3,13,5,12,12,10.31,16,74,71,"F","H",33000,22,35723
69983,11,7,32,18,9,8.57,7.56,19,130,84,"M","U",47500,32,51946
18953,11,6,15,11,11,10,7.33,17,113,54,"F","H",109300,29,73728
119966,11,1,17,14,11,11,8.06,19,121,64,"F","H",32100,30,0
119089,11,5,10,4,12,10.8,8.1,18,77,74,"M","H",103800,44,53550
8792,11,5,29,14,7,5.4,4.34,20,103,80,"F","H",72900,29,55375
117230,11,3,10,7,10,10.67,5.7,17,126,17,"M","H",40600,45,35439
13805,10.7,1,2,1,25,30,27.5,19,22,65,"M","H",131500,38,55339
116251,10,7,22,11,6,8,6.41,16,77,47,"F","H",127400,22,78706
116186,10,4,22,11,13,13,11.95,15,129,54,"M","H",71100,26,50287
116082,10,3,3,2,10,7.33,7.33,18,24,64,"M","H",56900,32,51681
26289,10,8,29,20,11,9.75,8.93,22,126,51,"F","H",117300,36,57919
33393,10,2,2,1,25,22.5,22.5,26,33,46,"F","H",157100,47,76873
117137,10,4,4,4,10,9,9,16,29,31,"M","H",98800,27,103275
106719,10,5,29,14,10,10,8.98,25,130,37,"F","U",30100,34,43216
26254,10,4,4,2,10,6.25,6.25,19,27,29,"F","H",99800,46,50948
66830,10,3,4,1,10,10,10,18,42,68,"F","U",94300,44,71499
115179,10,2,2,0,20,15,15,15,31,31,"F","H",66000,38,56348
13300,10,3,14,7,7,9.33,6.64,13,128,77,"M","H",41000,42,49714
114579,10,1,6,5,17,17,13.17,18,113,75,"M","H",63300,47,61722
114339,10,3,9,3,15,11,7.89,22,94,56,"F","U",20400,30,0
83559,10,3,7,3,17,21,14.14,21,69,38,"M","H",78000,28,57204
9348,10,4,22,15,14,12.75,11.68,17,124,83,"M","H",45000,34,53269
16813,10,4,5,2,6,6.75,6.6,15,24,72,"M","U",124500,27,0
21414,10,2,16,11,10,10,6.88,23,128,63,"F","H",49800,21,45536
185030,10,4,13,6,4,12,10.15,18,122,80,"M","H",82400,22,43600
113690,10,1,1,1,20,20,20,21,21,54,"M","H",53000,60,40929
66577,10,4,4,2,12,10.5,10.5,18,32,77,"F","H",241700,41,89045
2379,10,2,8,6,12,15,10.88,8,63,49,"M","H",159600,24,80468
113096,10,3,7,5,15,13.33,9.29,17,81,79,"F","H",35400,33,33428
66322,10,3,3,2,10,7.33,7.33,18,24,84,"M","U",115200,42,80468
65899,10,4,4,3,9,7.25,7.25,16,31,54,"F","U",90500,66,63192
112564,10,2,18,7,10,8.5,6,18,129,78,"M","U",57200,30,0
112504,10,9,12,4,7,6.11,5.83,18,44,73,"F","H",77300,55,50712
112461,10,2,17,8,10,10,9.41,18,130,73,"M","H",37600,32,34472
112367,10,4,19,10,7,6.5,5.58,16,125,76,"F","U",51600,30,48371
186388,10,4,6,4,3,7.25,5.83,9,41,24,"F","U",87900,37,77439
65558,10,5,19,10,10,8.4,5.26,23,101,40,"F","H",55600,26,57954
111380,10,1,15,4,12,12,7.13,25,113,69,"M","U",33200,33,34625
65565,10,4,17,11,6,5.75,4.18,16,124,27,"F","U",70700,30,57954
38642,10,1,1,1,15,15,15,20,20,23,"M","U",73100,43,46002
12832,10,3,5,2,15,12.33,10.4,15,31,74,"F","U",66200,37,56412
21386,10,6,12,7,15,9.83,7.83,17,63,40,"F","H",49800,22,39725
111142,10,2,20,10,11,10,7.35,17,129,72,"F","H",50500,47,38049
65423,10,6,6,4,10,10.33,10.33,17,33,63,"F","H",103300,27,68331
111045,10,3,14,8,16,14.67,10.36,18,100,78,"U","U",42800,26,0
38591,10,2,28,14,13,13,12.42,20,113,47,"M","U",104000,7,0
65245,10,4,6,3,11,11,10.83,19,40,66,"F","H",47300,28,49118
27798,10,2,14,7,16,15,11.21,17,113,54,"F","H",93500,31,61470
38580,10,1,11,7,20,20,14.82,26,113,61,"M","H",114400,27,46777
109778,10,5,6,4,10,10,8.83,16,40,79,"M","H",94400,12,73092
65117,10,3,26,11,10,10,5.88,17,126,41,"F","H",47900,30,51507
109646,10,12,36,13,10,10.75,9.47,18,69,45,"M","U",65700,35,0
65073,10,2,15,7,10,11,9.67,22,119,78,"M","H",96900,25,67735
109470,10,1,1,1,18,18,18,17,17,47,"F","H",60400,21,0
64872,10,6,9,5,12,9,8,17,41,67,"M","U",118900,27,57224
5404,10,1,13,11,20,20,17.54,18,122,61,"U","U",58700,30,42209
64874,10,1,2,1,16,16,13,19,39,41,"F","H",74200,33,57224
38388,10,3,23,13,10,8.33,7.26,15,128,49,"F","H",95500,5,37016
64683,10,2,2,2,20,15,15,23,29,47,"F","H",47700,24,55282
21305,10,2,3,2,10,7.5,8.33,15,21,41,"M","U",41500,28,40024
64522,10,5,7,6,10,9.6,8,23,44,61,"M","U",64800,38,0
38266,10,0,1,0,15,0,15,23,23,75,"F","H",59000,11,32042
108215,10,2,22,10,10,8.5,5.95,21,130,46,"M","H",72400,26,42252
64441,10,2,14,11,10,10,5.43,20,122,43,"M","U",38600,57,44559
108176,10,6,30,20,10,9.83,7.87,19,130,41,"M","H",106000,35,48462
16774,10,6,28,17,10,10.5,8.75,16,126,44,"F","H",78600,18,82719
107693,10,7,26,14,10,8.14,7.35,17,102,53,"F","H",25900,25,41912
25641,10,5,10,8,12,10.6,9.4,21,57,73,"M","H",68500,21,37373
38031,10,2,2,2,10,12.5,12.5,16,21,39,"M","U",82800,25,52780
37637,10,5,12,7,10,10,7.58,22,56,48,"F","U",130500,16,47702
107195,10,1,1,1,15,15,15,16,16,49,"F","U",48000,32,46756
107052,10,4,11,6,6,7.5,7.09,16,52,35,"U","H",70000,28,67801
107039,10,1,17,10,15,15,8.53,21,129,82,"M","H",297100,23,75582
6555,10,6,91,13,10,11.67,6.1,5,230,79,"M","H",312500,19,107323
107040,10,4,13,6,10,10,7.08,18,122,70,"M","U",61300,41,75582
28340,10,7,11,5,6,6.43,5.91,16,45,53,"F","U",121600,25,59691
186334,10,2,19,6,5,12.5,8.95,9,101,78,"M","U",83600,36,0
106862,10,5,21,12,5,5,3.76,15,106,46,"F","H",60000,36,58776
27137,10,8,49,23,10,10.75,9.92,23,105,83,"F","U",99100,29,0
76076,10,7,16,9,26,13.43,9.44,20,65,36,"F","U",104900,30,0
10031,10,2,14,4,10,10,7.29,10,63,67,"F","H",45600,35,46615
3550,10,1,6,1,10,15,11.5,15,90,86,"M","U",34200,33,41875
105984,10,3,6,4,20,16,12.17,21,74,40,"F","U",169900,27,77756
63308,10,3,9,5,10,10,8,21,80,74,"M","H",48500,36,58821
18609,10,1,8,6,20,20,14,23,128,48,"F","H",120800,30,55991
63267,10,1,10,4,10,10,10.8,16,80,65,"F","H",16600,0,34761
105650,10,2,12,7,10,10,4.33,21,117,78,"F","H",49100,43,47321
63107,10,9,30,19,8,7.33,4.73,18,122,70,"M","H",57800,41,59357
188304,10,7,20,10,25,10.57,10.55,6,89,73,"F","H",37600,34,55212
27267,10,2,8,5,25,17.5,7.88,23,92,39,"F","H",109400,41,62414
37401,10,2,14,11,10,10,13.71,19,124,73,"M","H",167900,43,42765
105393,10,8,16,10,15,18.63,17.31,16,102,73,"F","U",34500,21,42901
104747,10,1,15,7,10,10,8,26,113,84,"F","U",70600,29,0
104732,10,5,14,7,8,6.6,6.29,18,114,83,"F","H",60500,25,51738
104606,10,6,15,8,10,8.67,8.27,17,57,67,"F","H",54700,32,37239
104721,10,4,11,4,11,9.5,7.36,19,77,30,"F","U",141900,25,0
184723,10,1,4,3,20,20,16.25,17,57,28,"M","U",103700,39,0
133315,10,5,14,5,15,12.4,8.5,17,63,61,"F","U",69800,51,40538
37205,10,2,3,2,16,13,10.33,23,53,67,"F","H",91400,32,49180
184496,10,4,10,8,10,10,9,19,79,75,"M","H",55000,38,45494
184289,10,4,15,7,10,10.5,7.67,15,120,53,"F","U",64500,40,49758
184269,10,3,11,9,18,16,10,17,129,83,"U","U",50600,35,0
104394,10,5,5,2,10,7.6,7.6,16,32,62,"F","H",95800,26,68359
25448,10,5,19,7,8,7.8,6.42,15,79,66,"M","H",101400,39,51104
104236,10,3,3,1,10,10,10,15,23,59,"M","H",30000,39,40400
14161,10,6,11,5,3,8.83,7.82,16,80,69,"M","H",70300,33,46507
183954,10,3,3,2,20,11.67,11.67,22,32,75,"M","U",50700,21,57550
61586,10,2,8,4,15,15,12.63,18,81,67,"F","H",54700,22,50956
183673,10,4,19,11,11,10,9,21,130,86,"F","H",41300,12,29641
